Title,Abstract,Related
A Semi-Quantitative Approach to Nontarget Compositional Analysis of Complex Samples,"Nontarget analysis (NTA) by liquid chromatography coupled to high-resolution mass spectrometry improves the capacity to comprehend the molecular composition of complex mixtures compared to targeted analysis techniques. However, the detection of unknown compounds means that quantification in NTA is challenging. This study proposes a new semi-quantitative methodology for use in the NTA of organic aerosol. Quantification of unknowns is achieved using the average ionization efficiency of multiple quantification standards which elute within the same retention time window as the unknown analytes. In total, 110 authentic standards constructed 25 retention time windows for the quantification of oxygenated (CHO) and organonitrogen (CHON) species. The method was validated on extracts of biomass burning organic aerosol (BBOA) and compared to quantification with authentic standards and had an average prediction error of 1.52 times. Furthermore, 70% of concentrations were estimated within a factor of 2 (prediction errors between 0.5 and 2 times) from the authentic standard quantification. The semi-quantification method also showed good agreement for the quantification of CHO compounds compared to predictive ionization efficiency-based methods, whereas for CHON species, the prediction error of the semi-quantification method (1.63) was significantly lower than the predictive ionization efficiency approach (14.94). Application to BBOA for the derivation of relative abundances of CHO and CHON species showed that using peak area underestimated the relative abundance of CHO by 19% and overestimated that of CHON by 11% compared to the semi-quantification method. These differences could lead to significant misinterpretations of source apportionment in complex samples, highlighting the need to account for ionization differences in NTA approaches. Â© 2024 The Authors. Published by American Chemical Society.",
Diagnosing uncertainties in global biomass burning emission inventories and their impact on modeled air pollutants,"Large uncertainties persist within current biomass burning (BB) inventories, and the choice of these inventories can substantially impact model results when assessing the influence of BB aerosols on weather and climate. We evaluated discrepancies among BB emission inventories by comparing carbon monoxide (CO) and organic carbon (OC) emissions from seven major BB regions globally between 2013 and 2016. Mainstream bottom-up inventories, including the Fire INventory from NCAR 1.5 (FINN1.5) and Global Fire Emissions Database version 4s (GFED4s), along with the top-down inventories Quick Fire Emissions Dataset 2.5 (QFED2.5) and Visible Infrared Imaging Radiometer (VIIRS-)based Fire Emission Inventory version 0 (VFEI0), were selected for this study. Global CO emissions range from 252 to 336 Tg, with regional disparities reaching up to a 6-fold difference. Dry matter is the primary contributor to the regional variation in CO emissions (50 %-80 %), with emission factors accounting for the remaining 20 %-50 %. Uncertainties in dry matter often arise from biases in calculating bottom fuel consumption and burned area, influenced by vegetation classification methods and fire detection products. In the tropics, peatlands contribute more fuel loads and higher emission factors than grasslands. At high latitudes, increased cloud fraction amplifies the discrepancy in estimated burned area (or fire radiative power) by 20 %. The global OC emissions range from 14.9 to 42.9 Tg, exhibiting higher variability than CO emissions due to the corrected emission factors in QFED2.5, with regional disparities reaching a factor of 8.7. Additionally, we applied these BB emission inventories to the Community Atmosphere Model version 6 (CAM6) and assessed the model performance against observations. Our results suggest that the simulations based on the GFED4s agree best with the Measurements of Pollution in the Troposphere (MOPITT-)retrieved CO. While comparing the simulation with the Moderate Resolution Imaging Spectroradiometer (MODIS) and AErosol RObotic NETwork (AERONET) aerosol optical depth (AOD), our results reveal that there is no global optimal choice for BB inventories. In the high latitudes of the Northern Hemisphere, using GFED4s and QFED2.5 can better capture the AOD magnitude and diurnal variation. In equatorial Asia, GFED4s outperforms other models in representing day-to-day changes, particularly during intense burning. In Southeast Asia, we recommend using the OC emission magnitude from FINN1.5 combined with daily variability from QFED2.5. In the Southern Hemisphere, the latest VFEI0 has performed relatively well. This study has implications for reducing the uncertainties in emissions and improving BB emission inventories in further studies.  Â© 2024 Copernicus Publications. All rights reserved.",
"Occurrence, abundance, and formation of atmospheric tarballs from a wide range of wildfires in the western US","Biomass burning emits large numbers of organic aerosol particles, a subset of which are called tarballs (TBs). TBs possess a spherical morphology and unique physical, chemical, and optical properties. They are recognized as brown-carbon aerosol particles, influencing the climate through the absorption of solar radiation. Aerosol particles were collected from wildfire and agricultural-fire smoke sampled by NASA's DC-8 aircraft during the Fire Influence on Regional to Global Environments and Air Quality (FIREX-AQ) campaign in the western US from July to September 2019. This study developed an image analysis method using deep learning to distinguish TBs from other round particles that deformed on the substrate, based on the particles' morphological characteristics in transmission electron microscopy images. This study detected 4567 TBs, with most occurring < 10 h downwind of the emissions, and measured their compositions, abundance, sizes, and mixing states. The number fraction, mass fraction, and concentration of TBs in wildfire smoke corresponded to 10 Â± 1 %, 10 Â± 2 %, and 10.1 Â± 4.6 Î¼gm-3, respectively. As the smoke aged for up to 5 h after emission, the TB number fractions roughly increased from 5 % to 15 %, indicating that TBs are processed primary particles. We also observed TBs associated with pyrocumulonimbus (pyroCb) activity and various TB mixing states. This study reveals the abundance, as well as the physical and chemical properties, of a wide range of TBs from various biomass-burning events and enhances our knowledge of TB emissions, contributing to the evaluation of the climate impact of TBs.  Â© 2024 Kouji Adachi et al.",
Characterization of atmospheric nitroaromatic compounds in Southwest China by direct injection liquid chromatography-tandem mass spectrometry analysis of aerosol extracts,"Nitroaromatic compounds (NACs) in ambient particles are of great concern due to their adverse effects on human health and climate. However, investigations on the characteristics and potential sources of NACs in Southwest China are still scarce. In this study, a field sampling campaign was carried out in the winter of 2022 at a suburban site in Mianyang, Southwest China. A direct injection liquid chromatography-tandem mass spectrometry (LC-MS/MS) method was developed to rapidly determine 10 NACs in fine particulate matter (PM2.5) extracts. The method was sensitive for the quantification of the NACs, with a limit of quantification (LOQ) in the range of 0.092â€“0.52 ng mLâˆ’1. Then, the developed method was applied to determine the concentrations of nitrophenols (NPs), nitrocatechols (NCs), nitrosalicylic acids (NSAs), and nitronaphthol in PM2.5 in Mianyang. The average concentration of total NACs was 78.2 Â± 31.2 ng mâˆ’3, with daily concentrations ranging from 20.7 to 127.9 ng mâˆ’3. Among the measured NACs, 4-nitrocatechol was the most abundant, accounting for 57.8% of the NACs in winter. The five NPs compounds together contributed to 14% of the NACs, which was lower than in other Chinese cities due to the warm climate in winter in Southwest China. NSAs and nitronaphthol each accounted for less than 5% of the NACs. Three major sources of NACs were identified based on the principal component analysis, including vehicle emissions, biomass burning, and secondary formation. The significant correlation between individual NACs and NO2 supported their secondary formation sources. The good correlation between NPs and cloud amount further suggested that gas-phase oxidation was the possible NPs formation mechanism. Our findings revealed the important role of nitrocatechols in NACs in Southwest China, implying that more measures should be taken to control biomass burning and aromatic volatile organic compounds emissions to reduce the level of NACs. Â© 2024 Elsevier Ltd",
Evaluation of WRF-Chem PM2.5 simulations in Thailand with different anthropogenic and biomass-burning emissions,"Thailand experiences severe air quality issues, predominantly due to PM2.5 pollution that surpasses WHO guidelines. The main sources are attributed to energy production, industrial activities, vehicular emissions, agricultural burning, and transboundary transport of pollutants. Understanding the transport and transformation of these pollutants is necessary for addressing air quality issues. The Weather Research and Forecasting Model coupled with Chemistry (WRF-Chem) provides information about meteorology, chemical reactions, and transport of trace gases and aerosols. The accuracy of WRF-Chem simulations greatly depends on the choice of anthropogenic and biomass burning emissions inventories. This study provides a detailed evaluation of these inventories to model PM2.5 concentrations in Thailand during both haze and off-haze seasons in 2019. We evaluated WRF-Chem using four anthropogenic emission inventoriesâ€”CAMS-GLOB-ANT, ECLIPSE, HTAP, and REASâ€”and four biomass burning emissions inventoriesâ€”FINN1.5, FINN2.5 MOD, FINN2.5 MODVAR, and QFEDâ€”using data from ground-based air quality stations, MODIS AOD, and MOPITT CO satellite data. Our findings suggest CAMS-GLOB-ANT performs optimally for North Thailand, while HTAP and REAS are more effective in Eastern Thailand. For biomass burning, FINN1.5 shows superior performance. The study also highlights the challenge in capturing PM2.5 diurnal variability, particularly due to inaccuracies in simulating the planetary boundary layer height during nighttime in complex terrains. Moreover, our analysis exhibits moderate model performances during the off-haze season while using global and regional anthropogenic emissions in Thailand, emphasizing the need for improving anthropogenic inventories for reliable air quality prediction. For biomass burning emissions, updating emission factors to reflect Thailand's specific vegetation types is recommended to improve WRF-Chem's representation of PM2.5 levels. Â© 2024 The Authors",
Comparisons of aerosol types and optical characters over Shouxian Area China observed from ground- and space-based systems,"This study evaluates the performance of moderate-resolution Imaging spectroradiometer (MODIS) in aerosol optical depth(AOD) and Ã…ngstrÃ¶m exponent(AE) retrievals under high aerosol loading conditions across various aerosol types, utilizing ground-based and space-borne aerosol measurements in Shouxian, China. The intercomparison reveals cloud-aerosol LiDAR with orthogonal polarizationâ€™s (CALIOP) efficacy in detecting significant aerosol layers and the refinement of sunphotometer-based aerosol type classification through CALIPSO, achieving approximately 80% accuracy. Analysis of 2016-2017 data indicates substantial aerosol presence in Shouxian, with monthly mean AODs ranging from 0.35 to 0.72 at 550 nm, significantly above the global average. The predominant aerosol types were mixed-type (54.8%), desert dust (21.2%), urban/industrial(15.5%), biomass-burning aerosol (6.4%), and continental aerosol (12.1%), with frequent observations of elevated long-range transported aerosol layers. MODIS AOD retrievals generally align with sunphotometer measurements but exhibit higher biases, especially with increasing AOD magnitudes. However, there is a notable difference between MODIS and sunphotometer aerosol AE measurements, with MODIS accurately assessing BBA but showing varied performance across other aerosol types. The combination of AOD and AE of the DD aerosol type is the most accurate. Further analysis showed that MODIS AOD biases and AE biases are negatively correlated, these negative bias correlations show strong aerosol type sensitivities. Monthly analysis of MODIS and sunphotometer comparisons highlights varying performance, particularly during normalized difference vegetation index (NDVI) transitions, suggesting that local vegetation cycles and associated surface spectral reflectance changes significantly impact MODIS aerosol retrieval accuracy under high aerosol loading conditions. Â© 2024 Optica Publishing Group.",
Impact of anthropogenic emission control in reducing future PM2.5 concentrations and the related oxidative potential across different regions of China,"Affected by both future anthropogenic emissions and climate change, future prediction of PM2.5 and its Oxidative Potential (OP) distribution is a significant challenge, especially in developing countries like China. To overcome this challenge, we estimated historical and future PM2.5 concentrations and associated OP using the Danish Eulerian Hemispheric Model (DEHM) system with meteorological input from WRF weather forecast model. Considering different future socio-economic pathways and emission scenario assumptions, we quantified how the contribution from various anthropogenic emission sectors will change under these scenarios. Results show that compared to the CESM_SSP2â€“4.5_CLE scenario (based on moderate radiative forcing and Current Legislation Emission), the CESM_SSP1â€“2.6_MFR scenario (based on sustainability development and Maximum Feasible Reductions) is projected to yield greater environmental and health benefits in the future. Under the CESM_SSP1â€“2.6_MFR scenario, annual average PM2.5 concentrations (OP) are expected to decrease to 30 Î¼gmâˆ’3 (0.8 nmolminâˆ’1mâˆ’3) in almost all regions by 2030, which will be 65 % (67 %) lower than that in 2010. From a long-term perspective, it is anticipated that OP in the Fen-Wei Plain region will experience the maximum reduction (82.6 %) from 2010 to 2049. Largely benefiting from the effective control of PM2.5 in the region, it has decreased by 82.1 %. Crucially, once emission reduction measures reach a certain level (in 2040), further reductions become less significant. This study also emphasized the significant role of secondary aerosol formation and biomass-burning sources in influencing OP during both historical and future periods. In different scenarios, the reduction range of OP from 2010 to 2049 is estimated to be between 71 % and 85 % by controlling precursor emissions involved in secondary aerosol formation and emissions from biomass burning. Results indicate that strengthening the control of anthropogenic emissions in various regions are key to achieving air quality targets and safeguarding human health in the future. Â© 2024 Elsevier B.V.",
Geostationary aerosol retrievals of extreme biomass burning plumes during the 2019-2020 Australian bushfires,"Extreme biomass burning (BB) events, such as those seen during the 2019-2020 Australian bushfire season, are becoming more frequent and intense with climate change. Ground-based observations of these events can provide useful information on the macro-and micro-physical properties of the plumes, but these observations are sparse, especially in regions which are at risk of intense bushfire events. Satellite observations of extreme BB events provide a unique perspective, with the newest generation of geostationary imagers, such as the Advanced Himawari Imager (AHI), observing entire continents at moderate spatial and high temporal resolution. However, current passive satellite retrieval methods struggle to capture the high values of aerosol optical thickness (AOT) seen during these BB events. Accurate retrievals are necessary for global and regional studies of shortwave radiation, air quality modelling and numerical weather prediction. To address these issues, the Optimal Retrieval of Aerosol and Cloud (ORAC) algorithm has used AHI data to measure extreme BB plumes from the 2019-2020 Australian bushfire season. The sensitivity of the retrieval to the assumed optical properties of BB plumes is explored by comparing retrieved AOT with AErosol RObotic NETwork (AERONET) level-1.5 data over the AERONET site at Tumbarumba, New South Wales, between 1 December 2019 at 00:00UTC and 3 January 2020 at 00:00UTC. The study shows that for AOT values >2, the sensitivity to the assumed optical properties is substantial. The ORAC retrievals and AERONET data are compared against the Japan Aerospace Exploration Agency (JAXA) Aerosol Retrieval Product (ARP), Moderate Resolution Imaging Spectroradiometer (MODIS) Deep Blue over land, MODIS MAIAC, Sentinel-3 SYN and VIIRS Deep Blue products. The comparison shows the ORAC retrieval significantly improves coverage of optically thick plumes relative to the JAXA ARP, with approximately twice as many pixels retrieved and peak retrieved AOT values 1.4 times higher than the JAXA ARP. The ORAC retrievals have accuracy scores of 0.742-0.744 compared to the values of 0.718-0.833 for the polar-orbiting satellite products, despite successfully retrieving approximately 28 times as many pixels over the study period as the most successful polar-orbiting satellite product. The AHI and MODIS satellite products are compared for three case studies covering a range of BB plumes over Australia. The results show good agreement between all products for plumes with AOT values â‰¤2. For extreme BB plumes, the ORAC retrieval finds values of AOT >15, significantly higher than those seen in events classified as extreme by previous studies, although with high uncertainty. A combination of hard limits in the retrieval algorithms and misclassification of BB plumes as cloud prevents the JAXA and MODIS products from returning AOT values significantly greater than 5.  Â© 2024 Daniel J. V. Robbins et al.",
Mitigating underestimation of fire emissions from the Advanced Himawari Imager: A machine learning and multi-satellite ensemble approach,"The accurate estimation of biomass burning emissions has played a crucial role in air quality and climate forecast modeling. Satellite-based fire radiative power (FRP) has proven effective for calculating biomass burning emissions. However, FRP-based emission estimations in East Asia often rely on polar-orbiting satellites owing to the unstable performance of Japan Aerospace Exploration Agency Advanced Himawari Imager (JAXA AHI) from poor detection capability and unproper FRP retrieval method. To address this, we improve the FRP by machine learning based on mid-infrared (MIR) radiance method, leveraging the superior fire detection model developed in our previous study. In addition, we propose a multi-satellite distance-based weighted ensemble FRP estimation method. Compared to traditional MIR radiance methods, the machine learning-based FRP estimation model exhibited promising performance (correlation coefficient: 1, mean bias error: 0.2, mean absolute percentage error: 1.9%). The integration of machine learning-based FRP estimation and fire detection model dramatically mitigated the underestimation issues from the JAXA AHI. The machine learning-based FRP was combined with the Moderate Resolution Imaging Spectroradiometer FRP to create a multi-satellite ensemble FRP. Comparative assessments using the TROPOspheric Monitoring Instrument and conventional bottom-up method demonstrated that the proposed method produced reliable output. Furthermore, impact analysis revealed that missing peaks or underestimated burn scars could lead to fatally low emissions; however, the proposed method was relatively robust against missing data owing to its multi-satellite ensemble. By identifying potential FRP problems and their impact on emission estimations, this study provides valuable insights for FRP-based emission estimation studies. Â© 2024 The Author(s)",
Attributing Atmospheric Phosphorus in the Himalayas: Biomass Burning vs Mineral Dust,"Atmospheric phosphorus is a vital nutrient for ecosystems whose sources and fate are still debated in the fragile Himalayan region, hindering our comprehension of its local ecological impact. This study provides novel insights into atmospheric phosphorus based on the study of total suspended particulate matter at the Qomolangma station. Contrary to the prevailing assumptions, we show that biomass burning (BB), not mineral dust, dominates total dissolved phosphorus (TDP, bioavailable) deposition in this arid region, especially during spring. While total phosphorus is mainly derived from dust (77% annually), TDP is largely affected by the transport of regional biomass-burning plumes from South Asia. During BB pollution episodes, TDP causing springtime TDP fluxes alone accounts for 43% of the annual budget. This suggests that BB outweighs dust in supplying bioavailable phosphorus, a critical nutrient, required to sustain Himalayasâ€™ ecological functions. Overall, this first-hand field evidence refines the regional and global phosphorus budget by demonstrating that BB emission, while still unrecognized, is a significant source of P, even in the remote mountains of the Himalayas. It also reveals the heterogeneity of atmospheric phosphorus deposition in that region, which will help predict changes in the impacted ecosystems as the deposition patterns vary. Â© 2023 American Chemical Society.",
Diurnal Carbon Monoxide Retrieval from FY-4B/GIIRS Using a Novel Machine Learning Method,"Carbon monoxide (CO) is one of the primary reactive trace gases in the Earthâ€™s atmosphere and plays an important role in atmospheric chemistry. The Geostationary Interferometric Infrared Sounder (GIIRS) onboard the FY-4 series satellites is currently the only geostationary hyperspectral thermal infrared sensor capable of monitoring the unprecedented hourly CO concentrations in East Asia during both daytime and nighttime. In this study, we presented a radiative transfer model-driven machine learning approach to quickly convert CO spectral features extracted from FY-4B/GIIRS into CO total columns. We built machine learning models for land and ocean regions separately from July 2022 to June 2023, and these models reproduced more than 97.77% (land) and 98.49% (ocean) of the CO column variance in the training set. We estimated the absolute uncertainty of the retrieved CO column based on error propagation theory and found that it is dominated by GIIRS measurement noise. We compared the machine learning retrieval results with optimal estimation and ground-based Fourier transform infrared measurements, and the results reveal the consistent spatial distribution and temporal variation across these different datasets. Our results confirm that the machine learning method has the potential to provide reliable CO products without the computationally intensive iterative process required by traditional retrieval methods. The diel cycle and monthly variation of CO over land and ocean demonstrate the value of GIIRS in monitoring the long-range transport of anthropogenic pollutants and biomass burning emissions. Â© 2024 Zhenxing Liang et al.",
"Utilizing LSTM models to predict PM2.5 levels during critical episodes in Delhi, the world's most polluted capital city","The aim of this study was to utilize a Recurrent Neural Network with long short-term memory (LSTM) units to forecast PM2.5 levels in Delhi. Four monitoring stations in Delhi were used to gather the PM2.5 data required for training and evaluating the models. The models used in the study included four different combinations of variables: (i) PM2.5 data only, (ii) PM2.5 data combined with meteorology, (iii) PM2.5 data combined with gaseous pollutants, and (iv) PM2.5 data combined with gaseous pollutants and meteorology. The results revealed that the models incorporating PM2.5 data with gaseous pollutants and PM2.5 data with gaseous pollutants and meteorology provided more accurate forecasts of daily and hourly PM2.5 levels compared to the other models. To further enhance the prediction of PM2.5 during critical episodes, outlier identification methods were employed to examine the models. The episodes analyzed in the study included dust storms, stubble burning, unfavorable meteorological conditions, and Diwali. The analysis showed that events at one monitoring station occurred before similar events in other regions due to wind direction and non-local PM2.5 sources. During these episodes, the models incorporating gaseous pollutants performed better due to the dominance of secondary components in PM2.5 for which the gaseous pollutants act as precursor components. The study provides confidence in the accuracy and effectiveness of the models in aiding regulators to implement prompt interventions in cities facing severe pollution issues. Â© 2023",
