Title,Abstract,related,prevent,monitor,analyze
The influence of solvent and pH on determination of the light absorption properties of water-soluble brown carbon,"Brown carbon (BrC) is a class of unidentified organic compounds that efficiently absorb solar radiation in the ultraviolet (UV) wavelengths, and its effects on climate are poorly understood. Measurement of the light absorption properties of BrC in liquid extracts is a commonly used BrC analytical method, but the optical characteristics of water-soluble BrC may be affected by pH and solvent. In this work, we investigated the effects of concentration, pH, and solvent on water-soluble BrC from ambient aerosols, biomass burning, diesel exhaust, and a humic substance standard. The results showed that pH can affect the light absorption properties of water-soluble BrC, whereas concentration had little effect, except low concentrations dissolved in methanol. Therefore, the pH of humic-like substances (HULIS) should be adjusted to the same value as water-soluble carbon (WSOC) for calculating the light-absorption contribution of HULIS to WSOC. The light absorptivity of water-soluble BrC dissolved in methanol was higher than that in water. Considering the pH and concentration effects, extraction of WSOC with a particle: water ratio of 0.25 mg/mL is proposed as well as to get a reference pH for light absorption analysis. © 2017 Elsevier Ltd",,,,
Regional impact of biomass burning in southeast Asia on atmospheric aerosols during the 2013 seven South-East Asian studies project,"A nested air quality prediction modeling system (NAQPMS) with an online tracer-tagged module was utilized to investigate the regional impact of biomass burning (BB) on aerosols and source–receptor relationships in Southeast Asia during March–April 2013. NAQPMS could reproduce the three-dimensional spatial distribution of aerosols. Both monthly and episodic analyses indicated that BB significantly contributed to surface and column aerosol concentrations in Southeast Asia along two long-range transport pathways. In the first pathway, aerosols from BB were blown northward from the Indochina peninsula to southwestern provinces in China. The mean contributions of BB decreased from 70%– 80% in the source regions to 10%–40% in southwestern China. Myanmar was the largest exporter. In the second pathway, PM2.5 emitted by BB was uplifted into the mid-altitudes (2000 m) in the Indochina peninsula and transported eastward to the western Pacific at altitudes of 2500–4000 m, passing the South China Sea, southern China and western Pacific. In downwind regions, BB contributed 30%–60% of aerosols at altitudes of 2000–4000 m and 10%–30% below 2000 m. A simple estimation based on source–receptor relationships showed that BB emissions were likely overestimated by 35%– 50% in the Fire Inventory from National Center for Atmospheric Research (v1.5). © Taiwan Association for Aerosol Research.",,,,
Global fire history of grassland biomes,"Grasslands are globally extensive; they exist in many different climates, at high and low elevations, on nutrient-rich and nutrient-poor soils. Grassland distributions today are closely linked to human activities, herbivores, and fire, but many have been converted to urban areas, forests, or agriculture fields. Roughly 80% of fires globally occur in grasslands each year, making fire a critical process in grassland dynamics. Yet, little is known about the long-term history of fire in grasslands. Here, we analyze sedimentary archives to reconstruct grassland fire histories during the Holocene. Given that grassland locations change over time, we compare several charcoal-based fire reconstructions based on alternative classification schemes: (a) sites from modern grassland locations; (b) sites that were likely grasslands during the mid-Holocene; and (c) sites based on author-derived classifications. We also compare fire histories from grassland sites, forested sites, and all sites globally over the past 12,000 years. Forested versus grassland sites show different trends: grassland burning increased from the early to mid-Holocene, reaching a maximum about 8000–6000 years ago, and subsequently declined, reaching a minimum around 4000 years ago. In contrast, biomass burning in forests increased during the Holocene until about 2000 years ago. Continental grassland fire history reconstructions show opposing Holocene trends in North versus South America, whereas grassland burning in Australia was highly variable in the early Holocene and much more stable after the mid-Holocene. The sharp differences in continental as well as forest versus grassland Holocene fire history trajectories have important implications for our understanding of global biomass burning and its emissions, the global carbon cycle, biodiversity, conservation, and land management. © 2018 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",,,,
Resolving anthropogenic aerosol pollution types - Deconvolution and exploratory classification of pollution events,"Mass spectrometric measurements commonly yield data on hundreds of variables over thousands of points in time. Refining and synthesizing this raw data into chemical information necessitates the use of advanced, statistics-based data analytical techniques. In the field of analytical aerosol chemistry, statistical, dimensionality reductive methods have become widespread in the last decade, yet comparable advanced chemometric techniques for data classification and identification remain marginal. Here we present an example of combining data dimensionality reduction (factorization) with exploratory classification (clustering), and show that the results cannot only reproduce and corroborate earlier findings, but also complement and broaden our current perspectives on aerosol chemical classification. We find that applying positive matrix factorization to extract spectral characteristics of the organic component of air pollution plumes, together with an unsupervised clustering algorithm, k-means+ + , for classification, reproduces classical organic aerosol speciation schemes. Applying appropriately chosen metrics for spectral dissimilarity along with optimized data weighting, the source-specific pollution characteristics can be statistically resolved even for spectrally very similar aerosol types, such as different combustion-related anthropogenic aerosol species and atmospheric aerosols with similar degree of oxidation. In addition to the typical oxidation level and source-driven aerosol classification, we were also able to classify and characterize outlier groups that would likely be disregarded in a more conventional analysis. Evaluating solution quality for the classification also provides means to assess the performance of mass spectral similarity metrics and optimize weighting for mass spectral variables. This facilitates algorithm-based evaluation of aerosol spectra, which may prove invaluable for future development of automatic methods for spectra identification and classification. Robust, statistics-based results and data visualizations also provide important clues to a human analyst on the existence and chemical interpretation of data structures. Applying these methods to a test set of data, aerosol mass spectrometric data of organic aerosol from a boreal forest site, yielded five to seven different recurring pollution types from various sources, including traffic, cooking, biomass burning and nearby sawmills. Additionally, three distinct, minor pollution types were discovered and identified as amine-dominated aerosols. © Author(s) 2017.",,,,
Seasonal assessment and classification of aerosols transported to Lahore using AERONET and MODIS deep blue retrievals,"Daily measurements of aerosol optical depth (τ) and Ångstrom wavelength exponent (α) acquired from Aerosol Robotic Network (AERONET) and Moderate Resolution Imaging Spectrometer (MODIS) are analysed over Lahore – an urban city of Pakistan (period: 2010–2014) to investigate contribution of different types of aerosols originating from both local and regional source locations. The obtained annual averages (mean ± standard deviation) for AERONET retrievals of τ (500 nm) and α (440–870 nm) are 0.68 ± 0.37 (0.08–2.91) and 0.99 ± 0.33 (0–1.8), respectively. Of all the sources, 61% are found within Pakistan, 11% in India, 19% in Afghanistan, 6% in Iran and 2% in Saudi Arabia with seasonal contributions of 35, 25, 23 and 17% in pre-monsoon, monsoon, winter and post-monsoon, respectively. The bimodal distributions of α show dominance of coarse-mode particles during pre-monsoon, fine-mode particles during post-monsoon and presence of both coarse-mode and fine-mode particles during winter and monsoon with winter showing more fine-mode particles. Two broad classes of aerosols namely desert dust (DD) and biomass burning/urban industrial (BU) are identified with criteria, e.g. τ ≥ 0.3 and α ≤ 0.75 indicating presence of DD while τ ≥ 0.2 and α ≥ 1.15 indicating BU. The frequency of occurrence (FOO) of DD and BU aerosols is further identified by applying classification criteria over Aqua-MODIS deep blue retrievals. The FOO identifies anthropogenic activity on-going throughout the year, disrupted with DD aerosols only during pre-monsoon and monsoon. The maximum dust activity is seen over Indo-Gangetic plains (IGP) (localized maxima: 35–45%) and the Arabian peninsula (>55%) during pre-monsoon, while maximum BU aerosols are found over IGP, central and south-eastern plains of India and the state of Gujarat (localized maxima: >70%) in winter and post-monsoon. © 2017 Royal Meteorological Society",,,,
Classification of aerosol over central Europe by cluster analysis of aerosol columnar optical properties and backward trajectory statistics,"A cluster analysis is applied to the Aerosol Robotic Network (AERONET) data obtained at Belsk, Poland, as well as three nearby Central European stations (Leipzig, Minsk and Moldova) for estimation of atmospheric aerosol types. Absorption Ångstrom exponent (AAE), aerosol optical thickness (AOT) and extinction Ångstrom exponent (EAE) parameters are used. Clustering in both 2D (AOT, EAE) and 3D (AOT, EAE, AAE) is investigated. A method of air mass backward trajectory analysis is then proposed, with the receptor site at Belsk, to determine possible source regions for each cluster. Four dominant aerosol source regions are identified. The biomass burning aerosol source is localized in the vicinity of Belarusian-Ukrainian border. Slovakia and northern Hungary are found to be the source of urban/industrial pollutants. Western Poland and eastern Germany are the main sources of polluted continental aerosols. The most differentiated source region of Scandinavia, Baltic Sea and Northern Atlantic, associated with lowest values of AOT, corresponds to clean continental and possibly maritime type aerosols. © 2016 Institute of Geophysics, Polish Academy of Sciences 2016.",,,,
Quantification of amine functional groups and their influence on OM/OC in the IMPROVE network,"Recently, we developed a method using FT-IR spectroscopy coupled with partial least squares (PLS) regression to measure the four most abundant organic functional groups, aliphatic C-H, alcohol OH, carboxylic acid OH and carbonyl C=O, in atmospheric particulate matter. These functional groups are summed to estimate organic matter (OM) while the carbon from the functional groups is summed to estimate organic carbon (OC). With this method, OM and OM/OC can be estimated for each sample rather than relying on one assumed value to convert OC measurements to OM. This study continues the development of the FT-IR and PLS method for estimating OM and OM/OC by including the amine functional group. Amines are ubiquitous in the atmosphere and come from motor vehicle exhaust, animal husbandry, biomass burning, and vegetation among other sources. In this study, calibration standards for amines are produced by aerosolizing individual amine compounds and collecting them on PTFE filters using an IMPROVE sampler, thereby mimicking the filter media and collection geometry of ambient standards. The moles of amine functional group on each standard and a narrow range of amine-specific wavenumbers in the FT-IR spectra (wavenumber range 1 550–1 500 cm−1) are used to develop a PLS calibration model. The PLS model is validated using three methods: prediction of a set of laboratory standards not included in the model, a peak height analysis and a PLS model with a broader wavenumber range. The model is then applied to the ambient samples collected throughout 2013 from 16 IMPROVE sites in the USA. Urban sites have higher amine concentrations than most rural sites, but amine functional groups account for a lower fraction of OM at urban sites. Amine concentrations, contributions to OM and seasonality vary by site and sample. Amine has a small impact on the annual average OM/OC for urban sites, but for some rural sites including amine in the OM/OC calculations increased OM/OC by 0.1 or more. © 2017 Elsevier Ltd",,,,
Holocene black carbon in Antarctica paralleled Southern Hemisphere climate,"Black carbon (BC) and other biomass-burning (BB) aerosols are critical components of climate forcing, but quantification, predictive climate modeling, and policy decisions have been hampered by limited understanding of the climate drivers of BB and by the lack of long-term records. Prior modeling studies suggested that increased Northern Hemisphere anthropogenic BC emissions increased recent temperatures and regional precipitation, including a northward shift in the Intertropical Convergence Zone (ITCZ). Two Antarctic ice cores were analyzed for BC, and the longest record shows that the highest BC deposition during the Holocene occurred ~8-6 k years before present in a period of relatively high austral burning season and low growing season insolation. Atmospheric transport modeling suggests South America (SA) as the dominant source of modern Antarctic BC and, consistent with the ice core record, climate model experiments using mid-Holocene and preindustrial insolation simulate comparable increases in carbon loss due to fires in SA during the mid-Holocene. SA climate proxies document a northward shifted ITCZ and weakened SA Summer Monsoon (SASM) during this period, with associated impacts on hydroclimate and burning. A second Antarctic ice core spanning the last 2.5 k years documents similar linkages between hydroclimate and BC, with the lowest deposition during the Little Ice Age characterized by a southerly shifted ITCZ and strengthened SASM. These new results indicate that insolation-driven changes in SA hydroclimate and BB, likely linked to the position of the ITCZ, modulated Antarctic BC deposition during most of the Holocene and suggests connections and feedbacks between future BC emissions and hydroclimate. Plain Language Summary Future anthropogenic-driven climate change may impact wildfires, yet predictions are hampered by few long-term records of natural wildfires, particularly for the Southern Hemisphere. We document large variations in black carbon deposition during the past 14,000 years from an Antarctic ice core. Black carbon is a tracer for wildfires and is a significant climate forcing agent. We show that black carbon in Antarctica closely followed Southern Hemisphere hydroclimate and strength of the South American Summer Monsoon. With future predictions showing significant low-latitude changes in precipitation under increased emissions, the climate-fire linkages presented here suggest future changes to South American biomass burning. © 2017. American Geophysical Union. All rights reserved.",,,,
Assessing the spatial fidelity of sedimentary charcoal size fractions as fire history proxies with a high-resolution sediment record and historical data,"Fire reconstructions provide context for modern rates of burning and inform predictions of fire regimes’ responses to climate and/or ecological changes. Charcoal particles preserved in lake sediments are a widely employed fire proxy. Although many studies have calibrated the charcoal proxy, the spatial scales of charcoal dispersal and source area remain disputed. Understanding the spatial fidelity of charcoal accumulation is increasingly important in light of recent efforts to aggregate multiple charcoal records to infer changes in regional, continental- and global-scale fire regimes. Using a high-resolution sediment record from Swamp Lake, California, we compare charcoal accumulation rate (CHAR) variations of three size fractions of sedimentary charcoal (63–150, >150, and >250 μm) to historical area burned data. We find that macroscopic (>250 and >150 μm) and mesoscopic (63–150 μm) charcoal source areas are within 25, 35, and 150 km of Swamp Lake, respectively. We also use a dispersal model to confirm these findings. Our estimates of charcoal source area fall within the large range of estimates for forest fires in the literature. Further, our methodology shows potential for constraining source areas of charcoal in sedimentary records, which is requisite for the reliable inference of the spatial extent of fire in paleorecords. © 2018 Elsevier B.V.",,,,
A burned area mapping algorithm for Chinese FengYun-3 MERSI satellite data,"Biomass burning is a worldwide phenomenon, which emits large amounts of carbon into the atmosphere and strongly influences the environment. Burned area is an important parameter in modeling the impacts of biomass burning on the climate and ecosystem. The Medium Resolution Spectral Imager (MERSI) onboard FengYun-3C (FY-3C) has shown great potential for burned area mapping research, but there is still a lack of relevant studies and applications. This paper describes an automated burned area mapping algorithm that was developed using daily MERSI data. The algorithm employs time-series analysis and multi-temporal 1000-m resolution data to obtain seed pixels. To identify the burned pixels automatically, region growing and Support Vector Machine) methods have been used together with 250-m resolution data. The algorithm was tested by applying it in two experimental areas, and the accuracy of the results was evaluated by comparing them to reference burned area maps, which were interpreted manually using Landsat 8 OLI data and the MODIS MCD64A1 burned area product. The results demonstrated that the proposed algorithm was able to improve the burned area mapping accuracy at the two study sites. © 2017 by the authors.",,,,
On the effect of live fuel moisture content on fire rate of spread,"Aim of study: To reconcile the effects of live fuel moisture content (FMC) on fire rate of spread (ROS) derived from laboratory and field fires. Methods: The analysis builds on evidence from previous fire-spread experimental studies and on a comparison between two functions for the FMC damping effect: one derived from field burns, based on dead FMC, and another derived from laboratory trials, based on a weighted FMC (dead and live fuels). Main results: In a typical Mediterranean shrubland, laboratory and field-derived FMC damping functions are linearly related, which is explained by the correlation between monthly average live and dead FMC variation throughout the year. This clarifies why the effect of live FMC on real-world fires ROS has remained elusive, although in fact it has an influence. Research highlights: By providing evidence that the most significant effect of FMC on ROS is independent of vegetation phenology (dead or live condition), and explaining why in specific situations dead FMC is sufficient to provide satisfactory ROS predictions, our results can assist future modelling efforts. © 2017 INIA.",,,,
Morphochemical characteristics and mixing state of long range transported wildfire particles at Ny-Ålesund (Svalbard Islands),"A prolonged and exceptionally intense air mass advection event transporting biomass burning aerosols generated in Alaska affected Ny-Ålesund in the mid of July 2015. This paper reports the morphochemical characteristics and mixing state of individual aerosol particles collected during the event. To this aim aerosol samples were collected on nucleopore polycarbonate membrane filters using a DEKATI 12-stage low volume impactor and analyzed by scanning electron microscopy (SEM) techniques. Results of SEM investigations depict a complex aerosol characterized by an external mixing between a main part of carbonaceous organic particles (tar balls and organic particles), lower ammonium sulfate and minor potassium chloride and mineral dust amounts. The carbonaceous particles are spherical to slightly elongated and the organic particles show an internal mixing of low density organics and/or ammonium sulfate upon denser nuclei. Most particles are in the accumulation mode size range although the size and the morphology of the chloride and the sulfate salts evidence the growth of these species both in the air and upon the sampling membranes. Individual particle analyses were complemented by aerosol size distribution (Aerodynamic Particle Sizer, Scanning Mobility Particle Sizer) and optical (Particle Soot Absorption Photometer, nephelometer) measurements at ground level in order to retrieve the optical and radiative properties of the aerosol in the atmosphere and to predict the fate and behaviour of particles upon deposition at ground level. Individual particle analyses were also compared with bulk chemical analyses on daily sampling filters and back-trajectory analyses of the air mass movement in order to enucleate distinct sources of the aerosol during the long range transport. © 2017 Elsevier Ltd",,,,
Classification of aerosol over central Europe by cluster analysis of aerosol columnar optical properties & backward trajectory statistics,"A cluster analysis is applied to the Aerosol Robotic Network (AERONET) data obtained at Belsk, Poland, as well as three nearby Central European stations (Leipzig, Minsk and Moldova) for estimation of atmospheric aerosol types. Absorption Ångstrom exponent (AAE), aerosol optical thickness (AOT) and extinction Ångstrom exponent (EAE) parameters are used. Clustering in both 2D (AOT, EAE) and 3D (AOT, EAE, AAE) is investigated. A method of air mass backward trajectory analysis is then proposed, with the receptor site at Belsk, to determine possible source regions for each cluster. Four dominant aerosol source regions are identified. The biomass burning aerosol source is localized in the vicinity of Belarusian-Ukrainian border. Slovakia and northern Hungary are found to be the source of urban/industrial pollutants. Western Poland and eastern Germany are the main sources of polluted continental aerosols. The most differentiated source region of Scandinavia, Baltic Sea and Northern Atlantic, associated with lowest values of AOT, corresponds to clean continental and possibly maritime type aerosols. © 2016 Szkop et al. This is an open access article distributed under the Creative Commons Attribution-NonCommercial-NoDerivs license.",,,,
Ammonia emissions from biomass burning in the continental United States,"This study quantifies ammonia (NH3) emissions from biomass burning from 2005 to 2015 across the continental US (CONUS) and compares emissions from biomass burning with the US Environmental Protection Agency (EPA) National Emissions Inventory (NEI), the Fire Inventory from the National Center for Atmospheric Research (FINN) and the Global Fire Emissions Database (GFED). A statistical regression model was developed in order to predict NH3 emissions from biomass burning using a combination of fire properties and meteorological data. Satellite data were used to evaluate the annual fire strength and frequency as well as to calculate the total NH3 emissions across the CONUS. The results of this study showed the total fire number has decreased, while the total yearly burn area and the average fire radiative power has increased. The average annual NH3 emissions from biomass burning from this study, on a national scale, were approximately 5.4e8 ± 3.3e8 kg year−1. When comparing the results of this study with other emission inventories, it was found that ammonia emissions estimated by the NEI were approximately a factor of 1.3 lower than what was calculated in this study and a factor of 1.1 lower than what was modeled using the statistical regression model for 2010–2014. The calculated NH3 emissions from biomass burning were a factor of 5.9 and a factor of 13.1 higher than the emissions from FINN and the GFED, respectively. The modeled NH3 emissions from biomass burning were a factor of 5.0 and a factor of 11.1 higher than the emissions from FINN and the GFED, respectively. As the climate continues to change, the pattern (frequency, intensity and magnitude) of fires across the US will also change, leading to changes in NH3 emissions. The statistical regression model developed in this study will allow prediction of NH3 emissions associated with climate change. © 2018 Elsevier Ltd",,,,
Understanding the Southeast Asian haze,"The Southeast Asian region had been subjected to a drastic reduction in air quality from the biomass burnings that occurred in 2013 and 2015. The smoke from the biomass burnings covered the entire region including Brunei, Indonesia, Malaysia, Singapore and Thailand, with haze particulate matter (PM) reducing the air quality to hazardous levels. Here we report a comprehensive size-composition-morphology characterization of the PM collected from an urban site in Singapore during the two haze events. The two haze events were a result of biomass burning and occurred in two different geographical source regions. We show the similarities and variations of particle size distribution during hazy and clear days during the two haze events. Sub-micron particles (<1 μm) dominate (∼50%) the aerosols in the atmosphere during clear and hazy days. Using electron microscopy, we also categorize the PM, namely soot, organic-inorganic clusters and hybrid particles. The composition and morphology were similar in both the haze events. The majority of the PM is composed of carbon (∼51%) and other elements pertaining to the earth's crust. The complexity of the mixing state of the PM is highlighted and the role of the capture mode is addressed. We also present the morphological characterization of all the classified PM. The box counting method is used to determine the fractal dimensions of the PM, and the dimensionality varied for every classification from 1.79 to 1.88. We also report the complexities of particles and inconsistencies in the existing approaches to understand them. © 2017 IOP Publishing Ltd.",,,,
The Climatology of Australian Aerosol,"Airborne particles or aerosols have long been recognised for their major contribution to uncertainty in climate change. In addition, aerosol amounts must be known for accurate atmospheric correction of remotely sensed images, and are required to accurately gauge the available solar resource. However, despite great advances in surface networks and satellite retrievals over recent years, long-term continental-scale aerosol data sets are lacking. Here we present an aerosol assessment over Australia based on combined sun photometer measurements from the Bureau of Meteorology Radiation Network and CSIRO/AeroSpan. The measurements are continental in coverage, comprising 22 stations, and generally decadal in timescale, totalling 207 station-years. Monthly climatologies are given at all stations. Spectral decomposition shows that the time series can be represented as a weighted sum of sinusoids with periods of 12, 6 and 4 months, corresponding to the annual cycle and its second and third harmonics. Their relative amplitudes and phase relationships lead to sawtooth-like waveforms sharply rising to an austral spring peak, with a slower decline often including a secondary peak during the summer. The amplitude and phase of these periodic components show significant regional change across the continent. Fits based on this harmonic analysis are used to separate the periodic and episodic components of the aerosol time series. An exploratory classification of the aerosol types is undertaken based on (a) the relative periodic amplitudes of the Ångström exponent and aerosol optical depth, (b) the relative amplitudes of the 6- and 4-month harmonic components of the aerosol optical depth, and (c) the ratio of episodic to periodic variation in aerosol optical depth. It is shown that Australian aerosol can be broadly grouped into three classes: tropical, arid and temperate. Statistically significant decadal trends are found at 4 of the 22 stations. Despite the apparently small associated declining trends in mid-visible aerosol optical depth of between 0.001 and 0.002 per year, these trends are much larger than those projected to occur due to declining emissions of anthropogenic aerosols from the Northern Hemisphere. There is remarkable long-range coherence in the aerosol cycle across the continent, suggesting broadly similar source characteristics, including a possible role for intercontinental transport of biomass burning aerosol. © Author(s) 2017.",,,,
Chemical transport model simulations of organic aerosol in southern California: Model evaluation and gasoline and diesel source contributions,"Gasoline- and diesel-fueled engines are ubiquitous sources of air pollution in urban environments. They emit both primary particulate matter and precursor gases that react to form secondary particulate matter in the atmosphere. In this work, we updated the organic aerosol module and organic emissions inventory of a three-dimensional chemical transport model, the Community Multiscale Air Quality Model (CMAQ), using recent, experimentally derived inputs and parameterizations for mobile sources. The updated model included a revised volatile organic compound (VOC) speciation for mobile sources and secondary organic aerosol (SOA) formation from unspeciated intermediate volatility organic compounds (IVOCs). The updated model was used to simulate air quality in southern California during May and June 2010, when the California Research at the Nexus of Air Quality and Climate Change (CalNex) study was conducted. Compared to the Traditional version of CMAQ, which is commonly used for regulatory applications, the updated model did not significantly alter the predicted organic aerosol (OA) mass concentrations but did substantially improve predictions of OA sources and composition (e.g., POA-SOA split), as well as ambient IVOC concentrations. The updated model, despite substantial differences in emissions and chemistry, performed similar to a recently released research version of CMAQ (Woody et al., 2016) that did not include the updated VOC and IVOC emissions and SOA data. Mobile sources were predicted to contribute 30-40% of the OA in southern California (half of which was SOA), making mobile sources the single largest source contributor to OA in southern California. The remainder of the OA was attributed to non-mobile anthropogenic sources (e.g., cooking, biomass burning) with biogenic sources contributing to less than 5% to the total OA. Gasoline sources were predicted to contribute about 13 times more OA than diesel sources; this difference was driven by differences in SOA production. Model predictions highlighted the need to better constrain multi-generational oxidation reactions in chemical transport models.",,,,
Absorption of chemically aged biomass burning carbonaceous aerosol,"Smog chamber experiments were conducted to study the changes of the physical properties and chemical composition of biomass burning particles as they evolve in the atmosphere. A Soot Particle Aerosol Mass Spectrometer (SP-AMS) and a Single Particle Soot Photometer (SP2) were used for the chemical characterization of the particles. An Aethalometer and a green and a blue photoacoustic extinctiometer (PAX) were used for the study of the aerosol optical properties. As smoke aged, exposed to UV light, ozone or OH radicals, organic material condensed on the preexisting particles. This coating led to an increase of the absorption of the black carbon-containing particles by as much as a factor of two. The absorption enhancement of biomass burning particles due to their coating with aromatic secondary organic aerosol (SOA) was also studied. The resulting absorption enhancement was determined mainly by the changes in the SOA mass concentration and not the changes of its oxygen to carbon ratio. The measured absorption enhancements were consistent with the predictions of Mie theory assuming core-shell morphology for the aged particles. © 2017 Elsevier Ltd",,,,
1-octanol-water partitioning as a classifier of water soluble organic matters: Implication for solubility distribution,"Water-soluble organic matters (WSOMs) play an important role in determining magnitudes of climatic and environmental impacts of organic aerosol particles because of their contributions to hygroscopic growth and cloud formation. These processes are dependent on water solubility as well as distribution of this property in a particle, yet no method has been available to quantify such characteristics. In this study, we developed a theoretical framework to classify WSOM by 1-octanol-water partitioning that has a strong correlation with water solubility. 1-octanol-water partitioning coefficient also has a strong correlation with a traditional solid phase extraction method, facilitating interpretation of data from the technique. The theoretical analysis demonstrated that the distributions of WSOM classified by 1-octanol-water partitioning depend on (1) the volume ratio of 1-octanol and aqueous phases, and (2) extraction steps. The method was tested by using organic aerosol particles generated by smoldering of a mosquito coil, which serves as a surrogate for biomass burning particles. The WSOM extracted from the mosquito coil burning particles was classified by 1-octanol-water partitioning at different volume ratios. These solutions, including both the 1-octanol and aqueous phases, were nebulized to generate particles for measurements using an online aerosol mass spectrometer. The mass spectra indicated that highly oxygenated species tend to be highly soluble, while high molecular weight compounds are less soluble. Linear combinations of these mass spectra allowed the estimation of the mass fractions of WSOM partitioned to 1-octanol and aqueous phases, thereby facilitating the evaluation of the mass fractions of cloud condensation nuclei (CCN) active materials. © 2017 American Association for Aerosol Research. © 2017 American Association for Aerosol Research.",,,,
Paleoecological and sedimentological data from: “A classification for macroscopic charcoal morphologiefound in holocene lacustrine sediments”,"This dataset contains sedimentological and paleoenvironmental measurements from a 351.5 cm sediment core that was collected from Pyatts Lake, south-east British Columbia, Canada. Sedimentological data include: radiocarbon dates and age-depth model, magnetic susceptibility, loss-on-ignition values, and particle size distributions. Palaeoecological data include: macroscopic charcoal (>150 µm), charcoal morphotypes; aquatic macroremains; pollen spectra, conifer stomata, microscopic charcoal and total fungal spores. These data were used to investigate the potential for charcoal morphotype assemblages for paleoenvironmental interpretations in montane mixed conifer forests. These data were collected from analytical laboratory and optical microscopy analyses. Data are presented in a multiple tabbed spreadsheet. These data can be used for direct comparison with other sedimentological, vegetation, and disturbance histories during the Holocene and may be compared to prior geologic time periods in an analogue context. The charcoal data can be applied to syntheses of biomass burning from local to global scales and pollen data can be combined into pollen database analyses. © 2015 The Author(s).",,,,
Spatio-temporal analysis of biomass burning in insular Southeast Asia using empirical orthogonal function (EOF),"The empirical orthogonal function (EOF) technique is used to investigate the spatial and temporal distributions of fires in insular Southeast Asia. Different fire regimes were extracted by unsupervised classification of the second to fifth EOF components. In regions undergoing rapid land conversion processes, fires activities seem to occur all year round with no distinct fire seasons, with no correlation with climatic factor such as El-Nino. © 2016 IEEE.",,,,
Detailed source-specific molecular composition of ambient aerosol organic matter using ultrahigh resolution mass spectrometry and 1H NMR,"Organic aerosols (OA) are universally regarded as an important component of the atmosphere that have far-ranging impacts on climate forcing and human health. Many of these impacts are related to OA molecular characteristics. Despite the acknowledged importance, current uncertainties related to the source apportionment of molecular properties and environmental impacts make it difficult to confidently predict the net impacts of OA. Here we evaluate the specific molecular compounds as well as bulk structural properties of total suspended particulates in ambient OA collected from key emission sources (marine, biomass burning, and urban) using ultrahigh resolution mass spectrometry (UHR-MS) and proton nuclear magnetic resonance spectroscopy (1H NMR). UHR-MS and 1H NMR show that OA within each source is structurally diverse, and the molecular characteristics are described in detail. Principal component analysis (PCA) revealed that (1) aromatic nitrogen species are distinguishing components for these biomass burning aerosols; (2) these urban aerosols are distinguished by having formulas with high O/C ratios and lesser aromatic and condensed aromatic formulas; and (3) these marine aerosols are distinguished by lipid-like compounds of likely marine biological origin. This study provides a unique qualitative approach for enhancing the chemical characterization of OA necessary for molecular source apportionment. © 2016 by the authors.",,,,
Effects of soil nitrogen availability and native grass diversity on exotic forb dominance,"Exotic plants are often most successful in high resource environments. By drawing down available resources, species-rich communities may be able to reduce exotic success when resource supply is elevated. We tested the prediction that exotic success would be greatest in species-poor communities when nitrogen availability is high. We also tested two underlying assumptions of this prediction: species-rich communities draw down soil nitrogen availability more than species-poor communities following fertilization and exotic success increases when soil nitrogen availability is high. In a restored grassland where native grass diversity was manipulated (one, three, or five-species) seven years earlier to form a gradient in species richness, we manipulated nitrogen availability directly via fertilization, and indirectly via burning. We then examined the success of the exotic forb Galium verum L. Contrary to our prediction, diversity and nutrient treatments did not jointly influence exotic success. Instead, one-time fertilization increased exotic biomass in the first year of the study. This likely occurred because the effect of nutrient treatments on nitrogen availability was independent of diversity treatment. Thus, we found no evidence that species-rich communities are better able to reduce exotic biomass when nitrogen is added than are species-poor communities. This suggests that in some systems, the effects of increasing species richness can be overwhelmed by the effects of nutrient addition that promote exotic success. © 2016, Springer-Verlag Berlin Heidelberg.",,,,
Characteristics and seasonal variation of carbonaceous and water soluble organic components in the aerosols over East India,"The present investigation intends to measurement of PM2.5 and PM10 samples from agricultural (AG) and an Adityapur industrial (AI) site of East India to better characterize the carbonecous and water-soluble organic carbon (WSOC). The current study aimed (a) to determine variation ratio of OC/PM, EC/PM, WSOC/EC, OC/EC in the study area (b) assess and quantity the Correlation between OC and EC, WSOC and OC, WSOC and PM, WSOC and EC of AG and AI site (c) Analyse the abundance pattern, at AG site indicating dominant contribution from biomass burning sources (wood-fuel and agriculture waste) and in AI site sharp contrast influenced by emissions from coal-fired industries. The OC10/EC10, OC2.5/EC2.5, OC10/PM10, OC2.5/PM2.5, EC10/PM10, EC2.5/PM2.5 ratios at the AI and AG sampling sites varied from (min-max (average)) are 2.8-8.3 (4.9), 4.2-7.6 (5.5), 0.17-0.19 (0.17), 0.14-0.20 (0.17), 0.03-0.06 (0.04), 0.02-0.04 (0.03) and 3.3-8.3 (4.9), 3.03-8.8 (3.9), 0.62-0.98 (0.78), 0.09-0.12 (0.09), 0.07-0.23 (0.17), 0.01-0.04 (0.02) respectively. Total carbon (TC) was calculated as OC+EC. The comprehensive data set on EC, OC and WSOC/OC ratios from Eastern India is crucial to systematise the baseline data for future predictions of carbonaceous aerosol studies for atmospheric scattering and absorption of solar radiation on a regional scale.",,,,
