Title,Abstract,Related,Detect,Monitor,Analyze
"Comparison of satellite and ground-based measurements of erythemal dose from two tropical sites: Belo Horizonte (20° S, 44° W, 858 m) and Saint-Denis La Reunion (21° S, 55° E, 85 m)","The ultraviolet radiation (UVR) from the Sun on the Earth surface depends on the altitude and surface albedo of the site, solar zenith angle (SZA), attenuation in the atmosphere (absorption by ozone and other trace gases, molecular scattering, scattering by clouds, and scattering and absorption by aerosols). Belo Horizonte (BH, 20° S, 44° W, 858 m a.s.l.) and Saint-Denis La Reunion (SDR, 21° S, 55° E, 85 m a.s.l.) are two very-similar-latitude tropical sites to which the incidence of solar UVR is compared. Despite the statistically significant difference in both altitude and total ozone column (TOC), where SDR has lower altitude and higher TOC, the annual averages of climatological daily erythemal dose (DED) from the Ozone Monitoring Instrument (OMI) for the sites show only -1% difference (SDR-BH·100%/BH): 4486 ± 1621 (1 standard deviation) J m−2 for BH and 4434 ± 1687 J m−2 for SDR. Equivalent ground-based data are 13% and 11% (OMI-site∙100%/site), respectively, lower: 3976 ± 1072 J m−2 for BH and 4012 ± 1199 J m−2 for SDR with 1% difference between them. The comparison between the sites of atmospheric geophysical parameters of TOC, cloud fraction (CF), and UV aerosol index (AI) from OMI indicates clouds and aerosols as the main culprit to such a small difference. After clouds, aerosols play an important role, as BH is a metropolis polluted mainly by by-products from fossil-fuel and ethanol combustion and smoke from surrounding biomass burning sources, while SDR is virtually a pristine seashore locality affected by marine and long-distance biomass burning aerosols. © The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature 2024.",no,No,No,No
Spatial and seasonal variations and trends in carbon monoxide over China during 2013–2022,"Carbon monoxide (CO) pollution is one of the unsolved atmospheric environmental issues over countries worldwide. Here, we comprehensively assess the spatial-seasonal variations and trends in CO over China during 2013–2022, by site categorization and cause analysis, which have not been reported in previous studies. Our analysis is based on surface observations, statistical classification techniques, and sensitivity simulations from a global chemical transport model, GEOS-Chem. The results show that CO concentrations and their seasonal variation are higher over the North China Plain than other areas of China during 2013–2022. CO concentrations have decreased at −38.2 ± 31.4 ppbv yr−1 (−3.7% ± 1.8% yr−1) over China during 2013–2022. The declining trends in CO concentrations vary with space, stronger over larger, more polluted, and more industralized cities. GEOS-Chem simulations suggest that the decrease in CO anthropgenic emissions in China would be the main driver for the decreasing trends of CO over China, with a contribution of 80% to the trend. Meteorology, CO anthropgenic emissions over foreign regions, and emissions from biomass burning are the remaining drivers. Our results suggest remarkable benefits of emission reductions in China in abating CO pollution and enhance our understanding on trends of long-term CO pollution over China during 2013–2022. © 2025 The Authors",no,No,No,No
Mapping the constituent preference of tree species for capturing particulate matter on leaf surfaces using single-particle mass spectrometry and supervised machine learning,"Respiratory health is negatively influenced by the dimensions and constituents of particulate matter (PM). Although mass concentration is widely acknowledged to be key to assessing dust retention by urban trees, the role of plant leaves in filtering PM from the urban atmosphere, particularly regarding the particle dimensions and chemical constituents of retained PM on the leaf, remains elusive. Here we combined single-particle aerosol mass spectrometry and a particle resuspension chamber to investigate how urban tree species capture PM constituents. Results indicate that leaves are efficient in capturing relatively larger particles (1.0–2.0 μm). Compositionally, airborne particles were mostly composed of elemental carbon (EC, 20%), organic carbon (OC, 17%), and secondary reaction products (13%). However, leaf surfaces revealed a preference for retaining crustal species, comprising 55% of captured particulates. Notably, specific tree species demonstrated varied affinities for different PM constituents: Osmanthus fragrans Lour. predominantly captured levoglucosan (LEV), indicative of its efficiency against biomass burning particles, whereas Cinnamomum camphora (L.) J.Presl and Sabina chinensis var. kaizuca W.C.Cheng & W.T.Wang were more effective in capturing heavy metals (HMs). XGBoost modelling identified indicator ions, e.g., CN−, NO3−, NO2−, PO3−, with SHAP values surpassing 0.035, suggesting a preferential adsorption of these ions among different tree species. These findings demonstrate that the particulate capture efficiency of urban tree species varies with species-specific leaf properties, particularly in their ability to selectively adsorb particles containing hazardous constituents such as LEV and HMs. This study provides a scientific basis for the strategic selection of tree species in urban forestry initiatives aimed at improving air quality and public health. © 2024 Elsevier Ltd",no,No,No,No
Observational evidence reveals the significance of nocturnal chemistry in seasonal secondary organic aerosol formation,"Oxidized Organic Aerosol (OOA), a major component of fine atmospheric particles, impacts climate and human health. Previous experiments and atmospheric models emphasize the importance of nocturnal OOA formation from NO3· oxidation of biogenic VOCs. This seasonal study extends the understanding by showing that nocturnal oxidation of biomass-burning emissions can account for up to half of total OOA production in fall and winter. It is the first to distinguish nocturnal OOA characteristics from daytime OOA across all seasons using bulk aerosol measurements. Summer observations of nocturnal OOA align well with regional chemistry transport model predictions, but discrepancies in other seasons reveal a common model deficiency in representing biomass-burning emissions and their nocturnal oxidation. This study underscores the significance of near-ground nocturnal OOA production, proposes a method to differentiate it using bulk aerosol measurements, and suggests model optimization strategies. These findings enhance the understanding and prediction of nighttime OOA formation. © The Author(s) 2024.",no,No,No,No
Predicting tropospheric nitrogen dioxide column density in South African municipalities using socio-environmental variables and Multiscale Geographically Weighted Regression,"Atmospheric nitrogen dioxide (NO2) pollution is a major health and social challenge in South African induced mainly by fossil fuel combustions for power generation, transportation and domestic biomass burning for indoor activities. The pollution level is moderated by various environmental and social factors, yet previous studies made use of limited factors or focussed on only industrialised regions ignoring the contributions in large parts of the country. There is a need to assess how socio-environmenral factors, which inherently exhibit variations across space, influence the pollution levels in South Africa. This study therefore aimed to predict annual tropospheric NO2 column density using socio-environmental variables that are widely proven in the literature as sources and sinks of pollution. The environmental variables used to predict NO2 included remotely sensed Enhanced Vegetation Index (EVI), Land Surface Temperature and Aerosol Optical Depth (AOD) while the social data, which were obtained from national household surveys, included energy sources data, settlement patterns, gender and age statistics aggregated at municipality scale. The prediction was accomplished by applying the Multiscale Geographically Weighted Regression that fine-tunes the spatial scale of each variable when building geographically localised relationships. The model returned an overall R2 of 0.92, indicating good predicting performance and the significance of the socio-environmental variables in estimating NO2 in South Africa. From the environmental variables, AOD had the most influence in increasing NO2 pollution while vegetation represented by EVI had the opposite effect of reducing the pollution level. Among the social variables, household electricity and wood usage had the most significant contributions to pollution. Communal residential arrangements significantly reduced NO2, while informal settlements showed the opposite effect. The female proportion was the most important demographic variable in reducing NO2. Age groups had mixed effects on NO2 pollution, with the mid-age group (20–29) being the most important contributor to NO2 emission. The findings of the current study provide evidence that NO2 pollution is explained by socio-economic variables that vary widely across space. This can be achieved reliably using the MGWR approach that produces strong models suited to each locality. © 2024 Hlatshwayo et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",no,No,No,No
Spatiotemporal estimation of hourly PM2.5 using AOD derived from geostationary satellite Fengyun-4A and machine learning models for Greater Bangkok,"This study used four individual machine learning (ML) models (random forest, adaptive boosting, gradient boosting, and extreme gradient boosting), and a stacked ensemble model (SEM) for PM2.5 estimation over Greater Bangkok (GBK) during the dry season for 2018–2022. Aerosol optical depth (AOD) from Fengyun-4A satellite was used as the main predictor variable. The other predictor variables include meteorological variables, fire hotspots, vegetation index, terrain elevation, and population density. Surface PM2.5 from 17 air quality monitoring stations was used for model development and evaluation. Satellite AOD aligns reasonably well with AOD from two AERONET stations in the study area in terms of correlation coefficient (r), mean bias (MB), mean error (ME), and root mean square error (RMSE). Among the individual models, adaptive boosting performed the best with r = 0.75, MB = 0.55 µg m−3, ME = 9.1 µg m−3, and RMSE = 12.9 µg m−3. As for SEM which comprises all individual models, it outperformed every individual model, with r = 0.84, zero MB, ME = 7.2 µg m−3, and RMSE = 10.4 µg m−3. In two additional cases of haze hours and clean hours, SEM is best overall while adaptive boosting is superior to the other individual ML models. The case of haze hours has lower model predictability, suggesting elevated PM2.5 is difficult to predict. SEM was thus chosen to map PM2.5 as well as exposure intensity over GBK. Good agreement between the observed and predicted diurnal and monthly patterns is achieved by every model. PM2.5 tends to be relatively high at 08–10 LT and declines in later hours, corresponding to higher traffic emissions in the morning and daytime meteorological conditions more favorable to dilute air pollutants, respectively. PM2.5 intensifies in the winter but decreases in March and April. During these two months, the areas outside Bangkok tend to have higher PM2.5 than within Bangkok, possibly linked to active summertime biomass burning in those areas that are less urbanized with more agricultural lands. Relatively high exposure intensity is constrained to Bangkok due likely to its much denser population. The findings indicate a significant potential for leveraging the Fengyun-4A satellite data and ML to advance space-based air quality monitoring for Thailand and other data-scare regions in Southeast Asia. A satellite-based PM2.5 dataset could support the formulation of effective air quality management strategies in GBK. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.",no,No,No,No
Source-specific health effects of internally exposed organics in urban PM2.5 based on human serum albumin adductome analysis,"Once inhaled, organic compounds in ambient PM2.5 permeate the bloodstream, resulting in internal exposure. The intricate composition of these internalized organic molecules complicates the processes of source attribution and toxicity assessment. A systematic framework to assess the health impacts of water-soluble organic molecules (WSOMs) originating from diverse sources is still undeveloped. This study aims to comprehensively analyze the source-specific health effects of internalized organics in urban PM2.5 through human serum albumin (HSA) non-covalent adductomes with WSOMs. Using high-resolution mass spectrometry, surface plasmon resonance, and machine learning, we mapped HSA-WSOM interactions, uncovering WSOM's potential internal exposure through its HSA adductome. The study identified eight distinct sources of internalized WSOMs, primarily from biogenic emissions, gasoline exhaust, and biomass combustion. Notably, WSOMs from these sources exhibited a predominant interaction with HSA residues ARG257, LEU238, and TRP150, substantially altering the functional dynamics of fatty acid binding site two and the hydrophobic cavity via hydrogen bonding and hydrophobic interactions. The primary health impacts of internalized WSOMs were identified as neurotoxicity and respiratory toxicity. WSOMs originating from biogenic sources and ocean emissions were mainly responsible for neurotoxic effects, whereas those from biomass burning and gasoline exhaust predominantly caused respiratory toxicity. Using the HSA adductome framework, our study identifies source-specific profiles and health effects of internally exposed WSOMs in urban PM2.5, emphasizing the importance of targeted mitigation strategies. © 2024",yes,No,No,Yes
The Role of the Intertropical Convergence Zone on the Aerosol Transport Pathways From Africa Towards the Western Tropical Atlantic Ocean,"This study investigates the pathways of aerosol transport from Africa towards the Western Tropical Atlantic Ocean (WTAO), and the consequent deposition of terrigenous particulates in the ocean's surface, especially relating the deposition of these elements with the position of the Intertropical Convergence Zone (ITCZ). The work uses meteorological, oceanographic and geochemical data collected in situ during the PIRATA (Prediction and Research Moored Array in the Tropical Atlantic) BR-XVIII (hereinafter P18) campaign performed in October–November 2018 in along the 38° W meridian between 1° S and 15° N. Atmospheric radiosondes and Expendable Bathythermographs (XBTs), launched from aboard the Brazilian Navy, Research Vessel (R/V) Vital de Oliveira, allowed us to delineate the exact latitudinal band of the ITCZ and the associated ocean divergence occurring in the study area and period. Surface water samples were taken along the ship's track at the same locations where radiosondes and XBTs were launched. After processing in the laboratory, the water samples allowed us to estimate the concentrations of lithogenic, suspended particulate aluminium and iron in surface water. The Hybrid Single-Particle Lagrangian Integrated Trajectory (HYSPLIT) back-trajectory model was used to reconstruct the transport paths of aerosols (including aluminium and iron) originating from the African continent towards the WTAO, as well as the relation of these paths with the ITCZ position during the study period. Our results underline the influence of the ITCZ position on the aerosol paths and on the aluminium and iron deposition in the WTAO. The ITCZ position during the study period was, particularly, important for modulating the deposition of aluminium and iron in surface waters at about 10° N, the northern edge of the ITCZ at the time. This modulation was evident in the spatial distribution of the studied minerals at sea surface along the 38° W meridian, suggesting a barrier effect of the ITCZ on aerosol transport south of 10° N. Using satellite-derived data of several sources, this study also identified the seasonal variations in aerosol inputs from Africa towards the open sea, with mineral dust predominantly originating from the Sahara and biomass burning aerosols originating from central and sub-Saharan Africa. The unique integration of observational atmospheric, oceanographic and geochemical data used here allowed a comprehensive understanding of the complex interactions between the atmosphere and the ocean for modulating the deposition of aluminium and iron in the WTAO. These minerals are key to more complex processes such as the ocean's fertilisation and consequent productivity. Nevertheless, the possibility of other sources of minerals contributing to the concentrations found in the study area cannot be ruled out. These other sources can be the Amazon River discharge and the proximity of the Brazilian coast in the southern part of the 38° W meridian. In this sense, future complementary studies are indicated to be performed in our study region. © 2025 Royal Meteorological Society.",no,No,No,No
Investigation of fire regime dynamics and modeling of burn area over India for the twenty-first century,"The characteristics of the vegetation fire (VF) regime are strongly influenced by geographical variables such as regional physiographic settings, location, and climate. Understanding the VF regime is extremely important for managing and mitigating the impacts of fires on ecosystems, communities, and human activities in forest fire-prone regions. The present study thereby aimed to explore the potential effects of the confounding factors on VF in India to offer actionable and achievable solutions for mitigating this concurring environmental issue sustainably. A global burn area (250 m) data (Fire-CCIv5.1) and fire radiative power (FRP) were used to investigate the dynamics of VF across seven different divisions in India. The study also used the maximum and minimum temperatures, precipitation, population density, and intensity of human modification to model forest burn areas (including grassland). The Coupled Model Intercomparison Project-6 (CMIP6) was used to predict the burn area for 2030 and 2050 future climate scenarios. The present study accounted for a sizable increasing trend of VF during 2001–2019 period. The highest increasing trend was found in central India (513 and 343 km2 year−1 in the forest and crop fire, respectively), followed by southern India (364 km2 year−1 in forest fire), and upper Indo-Gangetic plain (128 km2 year−1 in crop fire). The FRP has varied significantly across the divisions, with the north-eastern Himalayas exhibiting the highest FRP hotspot. The maximum and minimum temperatures have the greatest influence on forest fires, according to Random Forest (RF) modeling. The estimated pre-monsoonal burn area for 2050 and 2050 future scenarios suggested a more frequent forest fire occurrence across India, particularly in southern and central India. A comprehensive forest fire control policy is therefore essential to safeguard and conserve forest cover in the regions, affected by forest fire periodically. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",yes,No,Yes,No
Temporal distributions of aerosols over the Horn of Africa–Ethiopia using MODIS satellite data: Part 01,"There are large temporal variations in the optical properties and types of aerosols. These are due to the effects of environmental and meteorological conditions, industrial and agricultural influences, and other human influences and natural factors in each ecological functional area. Aerosol optical depth AOD and Ångström exponent AE parameters were extracted from the Moderate Resolution Imaging Spectroradiometer MODIS satellite with a 3 km resolution of MOD04_3K and MYD04_3K. The study covers sixteen selected stations in Horn Africa–Ethiopia with neighboring Eritrea, Djibouti, and South Sudan countries clustered into four regions for the periods of 2001–2022 to obtain detailed information on the temporal behaviors and classification of aerosols in each season. The results show that the temporal variability of AOD and AE values is large, with values ranging from 0.00 to 2.10 and 0.67 to 1.23, with minimum values most likely between December 16 and January 07, and maximum values between June 22 and July 24 for both Terra and Aqua in the southeast and northeast clusters, respectively. The lowest AOD and AE values were most common in the Belg (during September–November) and sometimes in Bega (during December–February), while the highest were in the Kiremt season (during June–August). The minimum values were observed at the Kebri Dahar site, and the maximum were at the Erta Ale site, which belongs to Ethiopia. Appropriate AOD and AE thresholds were used to classify the aerosol types into marine (MR), dust (DS), biomass burning (BB), desert dust (DD), urban (UR), and the residual cases were considered mixture (MX) types. The study concludes that marine aerosols were the most abundant at 47.71%, followed by urban aerosols at 28.29%, while desert dusts, enriched at 14.65%, accounted for the third place with free of dust particles. The Mann–Kendall (MK) statistical trend test was applied to the annual time series in all clustered regions and shows an almost positive increasing variability with a slight decrease in the forward series and vice–versa. © 2024 Elsevier Ltd",yes,No,No,Yes
Patchy Response of Cheatgrass and Nontarget Vegetation to Indaziflam and Imazapic Applied After Wildfire in Sagebrush Steppe,"Control of nonnative grasses is needed where they are altering fire regimes and degrading rangelands, such as cheatgrass (Bromus tectorum) invasion of perennial sagebrush-steppe communities. Aerial broadcast of the pre-emergent and postemergent herbicide imazapic has been used for decades over vast areas to control cheatgrass after fire. Recent small-scale studies indicate that the pre-emergent herbicide indaziflam may provide more enduring cheatgrass control. We evaluated landscape-level vegetation responses to indaziflam sprayed in replicated areas at 66.7 g · ai · ha−1, with and without imazapic (66.1 g · ai · ha−1) over almost 500 ha of sagebrush steppe. Herbicides were strip-sprayed by helicopter in the fall of 2019 in subregions that either 1) had burned in the summer of 2019 and had moderate background cheatgrass invasion, 2) had burned in 2011 and became heavily invaded, or 3) were burned in both 2011 and 2019 and had intermediate invasion. Tarps were temporarily deployed to intercept herbicides and create untreated controls. Overall, indaziflam + imazapic had greater initial control of cheatgrass, but by 2023, both treatments led to similar ∼17 percentage-point reductions in cheatgrass cover. Cheatgrass individuals that “escaped” the herbicide treatment grew exceptionally large and fecund. There were no reductions in cover in any native vegetation type, including biocrusts, and nontarget increases in cover were observed for 1) deep-rooted perennial grasses treated with indaziflam + imazapic in the 2011 burn subregion and 2) the shallow-rooted Sandberg bluegrass (Poa secunda) treated with either herbicide in the 2011 or 2011 + 2019 burn subregions. Consideration of burn legacies, pretreatment landscape condition, and evenness of treatment application may improve restoration outcomes and help prioritize management allocation, timing, and treatment expectations. © 2024 The US Geological Survey",no,No,No,No
Reviewing the methodologies used to assess household PM2.5 air pollution in sub-Saharan Africa,"Exposure to household air pollution (HAP) is a major global health issue in low- and middle-income countries, with exposure to fine particulate matter (PM2.5) a major risk factor for a wide range of diseases. Sub-Saharan Africa (SSA) has unique contextual challenges for assessing HAP exposure, it is critical that learning from existing research is applied in future research. Reviews conducted to date have not considered in detail the methods applied when deploying PM2.5 sensors to measure indoor air quality, nor did they focus on HAP. A review of HAP PM2.5 measurement studies in SSA was conducted, focusing on measurement methods in order to understand how monitors have been deployed in the region. A search and extraction following PRISMA guidelines was applied. After exclusions, 51 papers were reviewed and information related to HAP sampling methods was extracted. Common themes in methodologies, assessing their effectiveness, and gaps in future research were highlighted. The findings highlight a considerable lack of research into HAP in the region where there is both an increasing population and an increase in the use of unclean fuels. A lack of standardisation in measurement practices was also identified. A key finding is the necessity for calibration of low-cost sensors against reference instruments within the region where they are deployed and calibrated against specific emission sources. This review provides recommendations to improving the accuracy and reliability of HAP measurement in SSA as well as key learnings for future larger-scale exposure and epidemiological studies to inform robust public health policy. © 2024 The Authors",no,No,No,No
